zone_id,industry_group,jobs
186121,Healthcare,453
186121,Hospitality,296
186121,Government,457
186121,Education,270
186121,Transportation,61
175022,Manufacturing,6482
175022,Hospitality,6087
175022,Government,8478
175022,Healthcare,10963
33042,Manufacturing,609
33042,Healthcare,792
33042,Retail,193
33042,Transportation,132
33042,Education,640
164033,Education,98
164033,Transportation,105
164033,Manufacturing,304
164033,Retail,325
164033,Professional Services,87
54021,Hospitality,256
54021,Professional Services,333
54021,Transportation,345
54021,Government,297
83121,Transportation,734
83121,Hospitality,536
83121,Healthcare,1921
83121,Government,415
83121,Education,1477
26023,Government,1022
26023,Professional Services,294
26023,Manufacturing,276
26023,Healthcare,288
26023,Transportation,80
26023,Retail,43
185211,Hospitality,163
185211,Retail,12
185211,Healthcare,61
185211,Education,259
83782,Hospitality,1288
83782,Education,115
83782,Government,289
83782,Transportation,762
83782,Retail,1680
185093,Manufacturing,15
185093,Transportation,100
185093,Hospitality,441
185093,Retail,97
185093,Professional Services,339
170553,Healthcare,1461
170553,Retail,6357
170553,Education,95
170553,Manufacturing,1847
134201,Government,1710
134201,Hospitality,585
134201,Transportation,2092
134201,Healthcare,391
33041,Education,114
33041,Hospitality,153
33041,Professional Services,183
33041,Retail,214
33041,Transportation,16
33041,Manufacturing,530
87021,Professional Services,1710
87021,Government,382
87021,Retail,3029
87021,Manufacturing,606
32013,Education,562
32013,Professional Services,242
32013,Retail,413
32013,Hospitality,482
32013,Healthcare,222
154061,Retail,527
154061,Education,1808
154061,Manufacturing,855
154061,Hospitality,11
154061,Transportation,694
81014,Hospitality,18
81014,Manufacturing,496
81014,Healthcare,820
81014,Government,1379
81014,Retail,84
35012,Retail,614
35012,Healthcare,6
35012,Manufacturing,127
35012,Professional Services,97
8003,Healthcare,331
8003,Government,265
8003,Manufacturing,12
8003,Retail,405
200282,Healthcare,285
200282,Government,1890
200282,Retail,1811
200282,Education,330
200282,Professional Services,254
170361,Education,177
170361,Professional Services,415
170361,Transportation,679
170361,Manufacturing,67
32143,Hospitality,61
32143,Manufacturing,383
32143,Education,282
32143,Healthcare,531
83772,Hospitality,322
83772,Healthcare,185
83772,Retail,225
83772,Government,24
83772,Professional Services,9
79081,Transportation,197
79081,Education,1280
79081,Professional Services,457
79081,Government,472
79081,Retail,241
54031,Transportation,819
54031,Healthcare,3150
54031,Hospitality,2057
54031,Education,5545
91081,Education,246
91081,Manufacturing,6
91081,Transportation,98
91081,Hospitality,51
91081,Healthcare,54
91081,Government,237
32071,Government,523
32071,Healthcare,435
32071,Education,108
32071,Transportation,781
134181,Manufacturing,910
134181,Retail,1751
134181,Professional Services,639
134181,Transportation,2528
134181,Hospitality,617
136044,Retail,618
136044,Healthcare,519
136044,Professional Services,125
136044,Transportation,421
85071,Government,348
85071,Retail,389
85071,Education,1297
85071,Professional Services,683
25011,Healthcare,449
25011,Retail,1
25011,Education,13
25011,Hospitality,160
25011,Professional Services,71
139072,Manufacturing,208
139072,Government,2105
139072,Retail,32
139072,Transportation,260
139072,Education,53
201051,Education,20
201051,Transportation,154
201051,Healthcare,1318
201051,Retail,37
34014,Education,159
34014,Hospitality,42
34014,Transportation,1811
34014,Government,231
34014,Healthcare,1609
34014,Retail,538
200353,Professional Services,2227
200353,Government,666
200353,Manufacturing,1309
200353,Healthcare,1062
139063,Transportation,2950
139063,Retail,3637
139063,Hospitality,6276
139063,Professional Services,5731
134143,Professional Services,45
134143,Hospitality,718
134143,Healthcare,414
134143,Government,584
134143,Transportation,1284
101111,Healthcare,1194
101111,Retail,456
101111,Professional Services,11
101111,Manufacturing,155
101111,Education,608
138012,Manufacturing,172
138012,Retail,111
138012,Government,613
138012,Hospitality,460
138012,Professional Services,731
138012,Education,66
42004,Retail,465
42004,Manufacturing,58
42004,Transportation,418
42004,Government,5
42004,Professional Services,344
42004,Hospitality,26
166072,Education,203
166072,Retail,144
166072,Healthcare,331
166072,Manufacturing,1108
166072,Hospitality,281
166072,Professional Services,385
2011,Professional Services,558
2011,Education,127
2011,Government,147
2011,Manufacturing,232
2011,Retail,178
2011,Transportation,144
133214,Healthcare,447
133214,Transportation,55
133214,Manufacturing,231
133214,Government,1371
77024,Retail,2090
77024,Transportation,306
77024,Manufacturing,2811
77024,Hospitality,711
25022,Education,66
25022,Transportation,286
25022,Government,68
25022,Manufacturing,62
25022,Hospitality,249
207053,Manufacturing,287
207053,Education,422
207053,Professional Services,46
207053,Government,2409
207053,Healthcare,742
207053,Retail,1138
170633,Professional Services,967
170633,Manufacturing,2704
170633,Transportation,2143
170633,Education,101
134211,Government,278
134211,Manufacturing,1141
134211,Hospitality,52
134211,Transportation,155
206021,Professional Services,20
206021,Healthcare,3
206021,Government,8
206021,Manufacturing,198
206021,Education,39
186211,Professional Services,35
186211,Retail,79
186211,Education,26
186211,Transportation,239
186211,Hospitality,192
186211,Manufacturing,474
93064,Hospitality,2524
93064,Education,75
93064,Professional Services,2310
93064,Manufacturing,308
93064,Government,594
34013,Manufacturing,119
34013,Retail,1314
34013,Education,191
34013,Government,22
34013,Hospitality,110
34013,Healthcare,14
191033,Retail,199
191033,Hospitality,66
191033,Healthcare,101
191033,Education,6
191033,Government,363
40003,Manufacturing,245
40003,Retail,341
40003,Professional Services,116
40003,Healthcare,168
40003,Hospitality,134
40003,Education,144
83282,Transportation,712
83282,Manufacturing,1509
83282,Healthcare,145
83282,Government,385
83282,Hospitality,28
83282,Retail,1074
156021,Education,55
156021,Professional Services,583
156021,Healthcare,1648
156021,Manufacturing,6
156021,Retail,665
175021,Transportation,57
175021,Hospitality,114
175021,Manufacturing,90
175021,Retail,208
175021,Government,989
188051,Education,479
188051,Hospitality,344
188051,Retail,20
188051,Manufacturing,458
166062,Retail,35
166062,Professional Services,45
166062,Healthcare,182
166062,Education,879
166062,Manufacturing,130
200351,Healthcare,46
200351,Transportation,91
200351,Government,225
200351,Professional Services,372
200351,Manufacturing,2
200351,Hospitality,52
200381,Healthcare,2984
200381,Hospitality,1449
200381,Transportation,345
200381,Government,2959
170651,Manufacturing,356
170651,Retail,379
170651,Hospitality,558
170651,Professional Services,30
170651,Transportation,25
170651,Education,5
168072,Manufacturing,2127
168072,Education,345
168072,Transportation,484
168072,Government,352
168072,Retail,914
168072,Hospitality,1186
29045,Education,1711
29045,Healthcare,3964
29045,Retail,478
29045,Professional Services,150
29045,Manufacturing,805
79112,Hospitality,618
79112,Retail,1448
79112,Professional Services,1086
79112,Education,1009
79112,Manufacturing,261
79112,Transportation,18
34041,Education,593
34041,Professional Services,397
34041,Transportation,23
34041,Hospitality,213
169011,Professional Services,167
169011,Retail,223
169011,Transportation,817
169011,Healthcare,599
169011,Education,794
215022,Retail,152
215022,Hospitality,121
215022,Healthcare,232
215022,Manufacturing,569
215022,Transportation,695
52012,Retail,167
52012,Government,487
52012,Healthcare,25
52012,Professional Services,72
52012,Hospitality,14
52012,Transportation,38
170512,Government,460
170512,Retail,1150
170512,Education,181
170512,Manufacturing,532
170512,Transportation,98
147021,Education,120
147021,Retail,45
147021,Professional Services,437
147021,Government,23
201113,Education,474
201113,Hospitality,364
201113,Retail,853
201113,Manufacturing,518
201113,Healthcare,2701
201113,Professional Services,355
172022,Healthcare,314
172022,Hospitality,161
172022,Transportation,3
172022,Education,119
172022,Government,592
91041,Healthcare,922
91041,Professional Services,423
91041,Manufacturing,120
91041,Retail,702
156011,Transportation,1651
156011,Healthcare,17
156011,Retail,115
156011,Manufacturing,246
156011,Government,304
186171,Manufacturing,520
186171,Transportation,124
186171,Education,196
186171,Healthcare,592
173052,Manufacturing,2143
173052,Hospitality,171
173052,Education,171
173052,Government,402
173052,Professional Services,74
173052,Healthcare,105
32083,Healthcare,69
32083,Manufacturing,766
32083,Transportation,182
32083,Hospitality,162
192092,Education,483
192092,Healthcare,1454
192092,Government,421
192092,Hospitality,1603
101121,Hospitality,98
101121,Professional Services,190
101121,Healthcare,97
101121,Education,152
170642,Hospitality,93
170642,Education,234
170642,Manufacturing,410
170642,Healthcare,182
170642,Transportation,606
170642,Professional Services,501
27072,Healthcare,3427
27072,Transportation,1535
27072,Professional Services,2760
27072,Education,948
27072,Manufacturing,1582
27072,Hospitality,101
202142,Education,218
202142,Transportation,8
202142,Professional Services,90
202142,Manufacturing,387
202142,Government,32
170373,Education,583
170373,Healthcare,31
170373,Transportation,128
170373,Hospitality,148
170373,Retail,92
182011,Manufacturing,1235
182011,Healthcare,919
182011,Transportation,294
182011,Education,423
139082,Retail,1178
139082,Healthcare,55
139082,Professional Services,600
139082,Government,291
132043,Manufacturing,268
132043,Hospitality,488
132043,Healthcare,98
132043,Retail,913
132043,Professional Services,712
182022,Healthcare,328
182022,Transportation,278
182022,Government,372
182022,Education,93
182022,Professional Services,1154
182022,Hospitality,583
60001,Retail,489
60001,Transportation,366
60001,Government,441
60001,Manufacturing,540
60001,Professional Services,1364
133162,Professional Services,896
133162,Hospitality,647
133162,Manufacturing,3
133162,Government,2621
133162,Retail,742
125011,Government,13
125011,Healthcare,658
125011,Transportation,825
125011,Professional Services,65
125011,Manufacturing,563
125011,Retail,492
74021,Retail,359
74021,Transportation,239
74021,Government,395
74021,Healthcare,319
74021,Professional Services,143
148053,Manufacturing,327
148053,Government,1966
148053,Healthcare,199
148053,Hospitality,820
167061,Retail,5877
167061,Healthcare,1565
167061,Government,1327
167061,Education,1227
32092,Government,56
32092,Manufacturing,551
32092,Education,762
32092,Transportation,236
166102,Government,394
166102,Professional Services,39
166102,Manufacturing,104
166102,Transportation,45
166102,Healthcare,165
166102,Education,6
214021,Retail,1046
214021,Healthcare,2579
214021,Professional Services,598
214021,Hospitality,674
198031,Government,12
198031,Healthcare,25
198031,Education,673
198031,Retail,675
198031,Professional Services,236
203101,Transportation,76
203101,Education,110
203101,Hospitality,2
203101,Manufacturing,11
203101,Professional Services,57
177014,Manufacturing,1381
177014,Government,1254
177014,Hospitality,1042
177014,Transportation,200
145003,Transportation,157
145003,Manufacturing,57
145003,Retail,23
145003,Government,446
145003,Education,435
204031,Hospitality,345
204031,Government,104
204031,Education,622
204031,Professional Services,596
199041,Government,254
199041,Professional Services,736
199041,Education,512
199041,Hospitality,587
199041,Healthcare,131
199041,Transportation,218
203112,Professional Services,245
203112,Manufacturing,142
203112,Healthcare,1055
203112,Retail,100
203112,Transportation,383
203112,Hospitality,221
213023,Government,655
213023,Manufacturing,1168
213023,Education,1535
213023,Hospitality,66
210021,Transportation,195
210021,Healthcare,10
210021,Education,4
210021,Retail,23
210021,Manufacturing,551
210021,Professional Services,438
155013,Professional Services,47
155013,Hospitality,1978
155013,Healthcare,717
155013,Manufacturing,127
82021,Hospitality,572
82021,Healthcare,88
82021,Manufacturing,623
82021,Retail,106
82021,Education,42
83562,Retail,374
83562,Manufacturing,74
83562,Education,639
83562,Government,291
83562,Healthcare,2137
83651,Professional Services,240
83651,Education,1460
83651,Government,379
83651,Healthcare,226
83651,Transportation,111
83651,Manufacturing,731
83302,Retail,98
83302,Healthcare,6
83302,Government,137
83302,Education,71
83302,Manufacturing,133
83302,Transportation,333
87022,Healthcare,276
87022,Government,2921
87022,Education,951
87022,Retail,149
87022,Professional Services,507
218001,Manufacturing,240
218001,Professional Services,138
218001,Retail,324
218001,Healthcare,350
218001,Government,54
218001,Transportation,10
116022,Government,3269
116022,Education,13
116022,Manufacturing,408
116022,Hospitality,51
83803,Professional Services,315
83803,Transportation,1546
83803,Healthcare,466
83803,Hospitality,189
101074,Hospitality,90
101074,Education,3304
101074,Professional Services,1549
101074,Healthcare,1012
101074,Manufacturing,1570
101074,Government,1930
36032,Hospitality,155
36032,Transportation,282
36032,Education,286
36032,Healthcare,756
152004,Government,2
152004,Education,298
152004,Transportation,53
152004,Healthcare,129
152004,Hospitality,837
73032,Hospitality,339
73032,Education,328
73032,Manufacturing,783
73032,Government,327
193051,Healthcare,456
193051,Professional Services,31
193051,Government,543
193051,Manufacturing,20
193051,Education,102
193051,Retail,225
134232,Manufacturing,960
134232,Education,120
134232,Healthcare,1087
134232,Government,1547
170392,Government,52
170392,Healthcare,24
170392,Professional Services,191
170392,Hospitality,104
170392,Manufacturing,50
118022,Healthcare,141
118022,Transportation,28
118022,Education,72
118022,Hospitality,100
118022,Retail,151
118022,Government,208
176012,Manufacturing,65
176012,Hospitality,167
176012,Government,41
176012,Professional Services,3
176012,Education,414
176012,Retail,2
105011,Hospitality,1525
105011,Healthcare,1337
105011,Retail,1175
105011,Transportation,216
7002,Hospitality,904
7002,Retail,2173
7002,Education,588
7002,Healthcare,545
7002,Professional Services,989
7002,Transportation,3230
206022,Education,782
206022,Healthcare,8
206022,Transportation,208
206022,Retail,649
170312,Healthcare,221
170312,Government,481
170312,Transportation,842
170312,Manufacturing,8
78001,Healthcare,137
78001,Hospitality,123
78001,Transportation,241
78001,Professional Services,426
78001,Retail,999
148042,Retail,632
148042,Government,1306
148042,Transportation,414
148042,Professional Services,1979
148042,Education,814
91022,Transportation,496
91022,Retail,49
91022,Healthcare,40
91022,Professional Services,92
91022,Education,108
203052,Manufacturing,694
203052,Hospitality,295
203052,Professional Services,1093
203052,Retail,19
203052,Transportation,140
4004,Transportation,1174
4004,Hospitality,450
4004,Education,469
4004,Manufacturing,4
4004,Professional Services,2253
83272,Healthcare,18
83272,Hospitality,567
83272,Professional Services,1819
83272,Transportation,434
35022,Retail,124
35022,Professional Services,133
35022,Education,47
35022,Healthcare,192
35022,Transportation,1530
35022,Government,119
200214,Professional Services,571
200214,Retail,79
200214,Manufacturing,242
200214,Healthcare,2921
200214,Education,639
196014,Education,53
196014,Healthcare,46
196014,Manufacturing,21
196014,Hospitality,7
196014,Transportation,31
106011,Education,15
106011,Healthcare,1455
106011,Retail,561
106011,Transportation,1159
106011,Government,138
99021,Professional Services,139
99021,Hospitality,154
99021,Government,70
99021,Transportation,640
151001,Retail,58
151001,Education,36
151001,Transportation,65
151001,Manufacturing,122
151001,Government,67
191081,Professional Services,1321
191081,Education,312
191081,Government,72
191081,Hospitality,276
191081,Retail,460
191081,Manufacturing,423
131042,Education,2749
131042,Transportation,772
131042,Manufacturing,137
131042,Retail,2433
131042,Healthcare,134
96024,Healthcare,676
96024,Retail,4
96024,Government,224
96024,Education,695
188034,Education,1145
188034,Hospitality,17
188034,Manufacturing,2162
188034,Government,892
188034,Healthcare,46
191091,Hospitality,1262
191091,Professional Services,322
191091,Retail,258
191091,Healthcare,4108
191091,Transportation,63
191091,Education,1703
200153,Healthcare,695
200153,Professional Services,806
200153,Education,687
200153,Government,616
200153,Manufacturing,3100
15002,Manufacturing,2841
15002,Education,1985
15002,Transportation,2860
15002,Retail,147
15002,Healthcare,79
170531,Transportation,100
170531,Professional Services,776
170531,Manufacturing,719
170531,Retail,915
170531,Hospitality,1016
23021,Transportation,76
23021,Manufacturing,156
23021,Healthcare,314
23021,Professional Services,241
23021,Education,1148
110002,Hospitality,75
110002,Government,208
110002,Transportation,26
110002,Education,12
110002,Professional Services,48
110002,Retail,59
170481,Professional Services,64
170481,Transportation,345
170481,Retail,27
170481,Education,583
170481,Government,430
146012,Retail,45
146012,Hospitality,13
146012,Transportation,78
146012,Education,709
170461,Retail,261
170461,Healthcare,3457
170461,Transportation,2046
170461,Hospitality,710
170461,Education,6030
170461,Professional Services,253
76014,Government,1011
76014,Hospitality,204
76014,Retail,189
76014,Professional Services,139
85054,Manufacturing,847
85054,Transportation,488
85054,Government,43
85054,Hospitality,21
85054,Healthcare,621
133171,Manufacturing,1618
133171,Healthcare,521
133171,Professional Services,628
133171,Transportation,203
31071,Healthcare,646
31071,Hospitality,215
31071,Government,479
31071,Professional Services,540
219002,Professional Services,4565
219002,Hospitality,995
219002,Transportation,72
219002,Government,2681
2024,Transportation,375
2024,Government,52
2024,Healthcare,22
2024,Manufacturing,45
2024,Professional Services,137
2024,Retail,400
207112,Government,535
207112,Education,78
207112,Manufacturing,514
207112,Retail,85
207112,Transportation,243
207112,Healthcare,699
168071,Education,337
168071,Government,488
168071,Hospitality,78
168071,Professional Services,24
157012,Retail,209
157012,Education,102
157012,Healthcare,75
157012,Manufacturing,78
157012,Hospitality,88
170413,Healthcare,172
170413,Education,27
170413,Transportation,831
170413,Retail,13
200232,Education,42
200232,Hospitality,96
200232,Manufacturing,98
200232,Retail,554
200232,Healthcare,244
200232,Government,713
3013,Manufacturing,266
3013,Professional Services,243
3013,Healthcare,357
3013,Transportation,15
3013,Retail,348
134213,Transportation,115
134213,Education,181
134213,Healthcare,278
134213,Manufacturing,396
134221,Manufacturing,231
134221,Retail,106
134221,Healthcare,6
134221,Government,167
166131,Retail,255
166131,Healthcare,468
166131,Government,54
166131,Manufacturing,322
166131,Hospitality,419
166131,Professional Services,160
133212,Healthcare,75
133212,Retail,69
133212,Manufacturing,117
133212,Professional Services,206
170612,Transportation,1303
170612,Government,654
170612,Professional Services,605
170612,Healthcare,35
170612,Education,986
7003,Manufacturing,899
7003,Hospitality,5
7003,Healthcare,1006
7003,Professional Services,36
32014,Healthcare,16
32014,Education,73
32014,Professional Services,234
32014,Transportation,163
32014,Government,1
209022,Government,373
209022,Manufacturing,483
209022,Education,117
209022,Professional Services,180
209022,Retail,216
77013,Transportation,287
77013,Healthcare,211
77013,Government,87
77013,Manufacturing,84
77013,Education,205
77013,Professional Services,44
170442,Manufacturing,21
170442,Professional Services,962
170442,Education,607
170442,Transportation,212
170442,Healthcare,55
170442,Hospitality,553
72003,Hospitality,2066
72003,Professional Services,1875
72003,Retail,1260
72003,Government,585
72003,Manufacturing,255
78002,Education,62
78002,Transportation,82
78002,Professional Services,109
78002,Hospitality,81
134212,Manufacturing,823
134212,Hospitality,406
134212,Healthcare,111
134212,Education,237
134212,Government,358
134212,Retail,70
170181,Retail,69
170181,Education,294
170181,Professional Services,441
170181,Manufacturing,190
170181,Transportation,454
170181,Healthcare,118
203131,Education,655
203131,Healthcare,99
203131,Manufacturing,486
203131,Government,317
203131,Hospitality,1751
93083,Manufacturing,776
93083,Retail,872
93083,Healthcare,123
93083,Hospitality,419
185041,Transportation,462
185041,Manufacturing,182
185041,Retail,26
185041,Professional Services,249
32082,Professional Services,286
32082,Education,842
32082,Government,53
32082,Transportation,37
32082,Healthcare,10
32082,Hospitality,129
39022,Government,55
39022,Transportation,241
39022,Healthcare,260
39022,Manufacturing,36
39022,Professional Services,52
39022,Retail,239
167043,Retail,119
167043,Healthcare,332
167043,Professional Services,842
167043,Transportation,1100
167043,Education,2323
167043,Hospitality,46
5003,Education,323
5003,Healthcare,461
5003,Manufacturing,786
5003,Government,273
98012,Government,2728
98012,Hospitality,1392
98012,Healthcare,2731
98012,Transportation,3156
200354,Healthcare,93
200354,Education,379
200354,Government,267
200354,Professional Services,973
85023,Manufacturing,3
85023,Hospitality,892
85023,Transportation,4
85023,Healthcare,57
211011,Professional Services,36
211011,Hospitality,33
211011,Transportation,32
211011,Retail,107
211011,Healthcare,188
211011,Manufacturing,67
69002,Education,22
69002,Manufacturing,209
69002,Hospitality,20
69002,Retail,106
130004,Manufacturing,17
130004,Education,54
130004,Hospitality,138
130004,Transportation,172
130004,Healthcare,44
130004,Retail,9
35023,Retail,1199
35023,Hospitality,49
35023,Education,577
35023,Manufacturing,433
35023,Healthcare,41
83742,Government,3
83742,Retail,2387
83742,Education,276
83742,Healthcare,192
89022,Professional Services,124
89022,Transportation,62
89022,Healthcare,28
89022,Education,138
89022,Retail,84
198102,Healthcare,1924
198102,Professional Services,177
198102,Manufacturing,460
198102,Education,1484
170592,Retail,161
170592,Hospitality,105
170592,Healthcare,17
170592,Government,197
170592,Education,439
170592,Professional Services,251
83681,Hospitality,519
83681,Transportation,210
83681,Professional Services,278
83681,Retail,721
83681,Education,35
83681,Government,301
148062,Healthcare,1948
148062,Retail,1042
148062,Education,3744
148062,Professional Services,982
212042,Retail,1541
212042,Professional Services,608
212042,Hospitality,492
212042,Healthcare,1372
212042,Government,40
133172,Hospitality,1008
133172,Professional Services,212
133172,Education,183
133172,Transportation,18
100051,Manufacturing,34
100051,Government,50
100051,Professional Services,178
100051,Hospitality,171
100051,Transportation,315
100051,Healthcare,64
21002,Government,114
21002,Transportation,9
21002,Education,100
21002,Healthcare,36
21002,Manufacturing,2
171111,Transportation,200
171111,Government,336
171111,Healthcare,130
171111,Education,281
21004,Government,327
21004,Professional Services,327
21004,Hospitality,268
21004,Retail,573
28034,Professional Services,69
28034,Healthcare,252
28034,Education,106
28034,Manufacturing,233
28034,Transportation,30
28034,Retail,55
186081,Healthcare,513
186081,Professional Services,582
186081,Manufacturing,198
186081,Hospitality,315
126004,Government,6
126004,Transportation,391
126004,Manufacturing,117
126004,Professional Services,292
126004,Hospitality,211
126004,Education,922
185092,Retail,37
185092,Healthcare,78
185092,Manufacturing,117
185092,Hospitality,669
185092,Government,401
185092,Education,175
74022,Government,35
74022,Hospitality,446
74022,Manufacturing,111
74022,Transportation,164
74022,Education,251
165022,Transportation,30
165022,Education,1287
165022,Hospitality,190
165022,Retail,96
165022,Professional Services,501
32132,Education,369
32132,Retail,1289
32132,Hospitality,863
32132,Professional Services,46
32132,Manufacturing,123
201102,Hospitality,151
201102,Transportation,5
201102,Government,155
201102,Retail,243
201102,Manufacturing,63
201102,Education,61
213042,Retail,877
213042,Manufacturing,3016
213042,Government,1411
213042,Education,935
213042,Healthcare,187
213042,Hospitality,10
163013,Hospitality,25
163013,Government,844
163013,Healthcare,266
163013,Transportation,56
163013,Professional Services,465
24022,Professional Services,36
24022,Retail,1041
24022,Healthcare,381
24022,Government,381
97033,Manufacturing,371
97033,Retail,119
97033,Government,259
97033,Hospitality,2671
83361,Education,22
83361,Retail,634
83361,Professional Services,435
83361,Healthcare,449
83361,Transportation,690
170062,Education,745
170062,Healthcare,279
170062,Professional Services,1639
170062,Manufacturing,177
170062,Hospitality,786
170062,Retail,637
133032,Government,156
133032,Hospitality,860
133032,Professional Services,376
133032,Education,311
133032,Transportation,638
212052,Hospitality,152
212052,Retail,167
212052,Government,569
212052,Healthcare,154
173072,Hospitality,363
173072,Healthcare,752
173072,Professional Services,623
173072,Government,519
173072,Transportation,246
27033,Transportation,121
27033,Manufacturing,78
27033,Hospitality,314
27033,Retail,133
193032,Transportation,218
193032,Education,748
193032,Retail,771
193032,Healthcare,154
193032,Hospitality,35
193032,Manufacturing,67
96021,Manufacturing,286
96021,Hospitality,722
96021,Healthcare,274
96021,Professional Services,45
96021,Transportation,225
96021,Education,203
195031,Education,575
195031,Manufacturing,170
195031,Hospitality,277
195031,Government,476
192052,Professional Services,607
192052,Retail,526
192052,Education,48
192052,Government,430
133272,Retail,122
133272,Education,4
133272,Transportation,37
133272,Government,43
133272,Professional Services,126
118021,Retail,391
118021,Hospitality,255
118021,Manufacturing,147
118021,Transportation,45
118021,Government,169
118021,Healthcare,95
88003,Healthcare,124
88003,Government,269
88003,Professional Services,928
88003,Hospitality,19
88003,Retail,626
4002,Education,476
4002,Hospitality,985
4002,Healthcare,101
4002,Transportation,209
4002,Professional Services,316
152003,Professional Services,242
152003,Hospitality,42
152003,Government,31
152003,Education,403
192082,Manufacturing,1385
192082,Transportation,301
192082,Government,2571
192082,Healthcare,1391
22012,Professional Services,169
22012,Healthcare,95
22012,Transportation,36
22012,Retail,184
22012,Hospitality,344
186202,Transportation,275
186202,Professional Services,1063
186202,Government,1810
186202,Retail,166
186202,Hospitality,1012
77012,Hospitality,157
77012,Manufacturing,1167
77012,Retail,933
77012,Transportation,399
39024,Manufacturing,234
39024,Retail,254
39024,Education,63
39024,Hospitality,212
39024,Transportation,177
39024,Healthcare,70
170311,Hospitality,1412
170311,Transportation,4786
170311,Retail,333
170311,Professional Services,2405
95062,Government,155
95062,Transportation,138
95062,Manufacturing,66
95062,Professional Services,259
178084,Education,502
178084,Professional Services,1082
178084,Healthcare,427
178084,Transportation,903
178084,Manufacturing,231
178084,Government,990
66002,Professional Services,719
66002,Government,216
66002,Hospitality,1269
66002,Transportation,2244
148032,Transportation,20
148032,Professional Services,279
148032,Hospitality,304
148032,Government,385
155011,Transportation,1644
155011,Retail,178
155011,Education,2776
155011,Manufacturing,1733
85131,Retail,399
85131,Government,114
85131,Education,128
85131,Transportation,804
45012,Government,86
45012,Professional Services,851
45012,Manufacturing,396
45012,Transportation,909
45012,Retail,101
121011,Manufacturing,157
121011,Education,603
121011,Government,810
121011,Healthcare,715
148041,Retail,175
148041,Government,92
148041,Education,534
148041,Healthcare,137
148041,Manufacturing,664
176013,Healthcare,1473
176013,Retail,805
176013,Transportation,23
176013,Manufacturing,1451
12022,Manufacturing,221
12022,Education,81
12022,Hospitality,1525
12022,Healthcare,20
12022,Government,1845
83611,Government,91
83611,Manufacturing,170
83611,Transportation,76
83611,Education,13
83611,Healthcare,24
31153,Retail,222
31153,Education,2662
31153,Healthcare,732
31153,Government,1767
31153,Manufacturing,466
211022,Government,173
211022,Retail,72
211022,Education,111
211022,Professional Services,8
211022,Healthcare,14
211022,Manufacturing,27
208101,Hospitality,107
208101,Retail,180
208101,Manufacturing,2575
208101,Professional Services,1009
208101,Education,708
27111,Manufacturing,37
27111,Education,336
27111,Retail,449
27111,Transportation,39
27111,Professional Services,2194
27111,Hospitality,1929
203102,Manufacturing,137
203102,Hospitality,29
203102,Education,281
203102,Healthcare,230
200422,Manufacturing,321
200422,Healthcare,206
200422,Hospitality,407
200422,Education,147
200422,Transportation,169
167052,Manufacturing,55
167052,Government,87
167052,Hospitality,326
167052,Transportation,200
86002,Transportation,30
86002,Education,68
86002,Government,654
86002,Healthcare,394
86002,Manufacturing,345
31013,Healthcare,214
31013,Education,136
31013,Hospitality,654
31013,Transportation,227
31013,Professional Services,23
31013,Retail,117
10002,Healthcare,245
10002,Retail,364
10002,Manufacturing,487
10002,Government,280
10002,Transportation,965
10002,Hospitality,1305
192101,Manufacturing,940
192101,Professional Services,3231
192101,Education,375
192101,Transportation,817
192101,Retail,153
192101,Hospitality,364
133183,Healthcare,598
133183,Transportation,260
133183,Professional Services,608
133183,Retail,1747
133183,Hospitality,3136
83102,Retail,581
83102,Manufacturing,163
83102,Hospitality,153
83102,Education,194
192051,Hospitality,184
192051,Manufacturing,577
192051,Retail,193
192051,Transportation,394
192051,Education,149
192102,Government,77
192102,Professional Services,38
192102,Education,103
192102,Retail,172
192102,Manufacturing,8
28012,Transportation,389
28012,Professional Services,295
28012,Education,10
28012,Retail,181
117001,Government,781
117001,Education,2046
117001,Healthcare,229
117001,Retail,58
117001,Professional Services,1196
197011,Retail,2236
197011,Hospitality,827
197011,Education,4565
197011,Transportation,111
118013,Transportation,68
118013,Healthcare,69
118013,Professional Services,258
118013,Hospitality,145
118013,Retail,54
144001,Healthcare,2
144001,Government,174
144001,Hospitality,462
144001,Retail,22
144001,Manufacturing,163
144001,Education,239
100041,Transportation,387
100041,Education,140
100041,Hospitality,969
100041,Healthcare,270
174071,Manufacturing,48
174071,Transportation,15
174071,Retail,424
174071,Healthcare,83
174071,Government,1758
175023,Government,270
175023,Education,60
175023,Retail,114
175023,Transportation,218
175023,Manufacturing,14
175023,Hospitality,197
27123,Government,553
27123,Professional Services,607
27123,Transportation,686
27123,Retail,801
178115,Manufacturing,35
178115,Retail,486
178115,Government,131
178115,Hospitality,202
178115,Professional Services,153
178115,Education,173
168044,Professional Services,236
168044,Transportation,98
168044,Government,469
168044,Hospitality,786
168044,Education,195
91082,Government,279
91082,Hospitality,49
91082,Retail,291
91082,Transportation,398
91082,Professional Services,1939
95042,Government,18
95042,Manufacturing,1343
95042,Hospitality,40
95042,Professional Services,418
216001,Hospitality,389
216001,Government,99
216001,Education,363
216001,Professional Services,370
158024,Hospitality,674
158024,Transportation,175
158024,Manufacturing,330
158024,Government,134
158024,Education,57
158024,Retail,268
137023,Retail,480
137023,Manufacturing,216
137023,Healthcare,285
137023,Government,106
